segment,segment_value,MAE,RMSE,MAPE,sMAPE,n,fold,model
month,9,0.014490411160862297,0.027305974521450598,2.462217293172972,2.4409801402847537,34796,2,random_forest
hour,0,0.04068275862068966,0.139862017388732,4.992300210510469,4.681764051451054,1740,3,baseline_lag1
hour,1,0.03819425287356322,0.16591257218545977,5.917322173194872,5.324579637457422,1740,3,baseline_lag1
hour,2,0.028086206896551724,0.09153602393681365,5.42869367756476,4.957712739354619,1740,3,baseline_lag1
hour,3,0.025775862068965514,0.08792317702102935,5.24467478249002,4.6451302844076485,1740,3,baseline_lag1
hour,4,0.023339080459770116,0.07440320410848714,4.998065598818977,4.7307567264117285,1740,3,baseline_lag1
hour,5,0.02534712643678161,0.0852958340737977,5.313336660983236,5.004813576169313,1740,3,baseline_lag1
hour,6,0.06660689655172414,0.17991676236335052,6.2169473844755085,6.557212428591043,1740,3,baseline_lag1
hour,7,0.12069540229885059,0.2812830741727841,5.876978118427025,5.674761327478735,1740,3,baseline_lag1
hour,8,0.0785,0.23874487417016668,4.950975406516563,4.600537051432909,1740,3,baseline_lag1
hour,9,0.09436436781609195,0.2680742777492921,6.188344254299731,5.569973063398819,1740,3,baseline_lag1
hour,10,0.08661839080459771,0.24054078919045688,6.746077656810449,6.307654098694059,1740,3,baseline_lag1
hour,11,0.1288264367816092,0.373037753474419,8.066152618957197,7.458410928993755,1740,3,baseline_lag1
hour,12,0.14850459770114943,0.36023278871996856,10.06920689689123,8.94570431273666,1740,3,baseline_lag1
hour,13,0.08590574712643678,0.23935782860592325,7.280279820192876,6.902041666945226,1740,3,baseline_lag1
hour,14,0.10705977011494253,0.326328964548733,7.747889796799036,6.880008713576342,1740,3,baseline_lag1
hour,15,0.09361932144910867,0.27677307537067936,8.579549682709702,7.823010114952609,1739,3,baseline_lag1
hour,16,0.06468275862068965,0.212305028879102,7.203358542986256,6.557073096610426,1740,3,baseline_lag1
hour,17,0.06445287356321838,0.21024612834189985,6.494585032635538,6.080774434999969,1740,3,baseline_lag1
hour,18,0.1357471264367816,0.33726156839646193,9.303840575630334,8.63910688620964,1740,3,baseline_lag1
hour,19,0.17630689655172413,0.38068644894951686,8.302931889119357,7.982968827291978,1740,3,baseline_lag1
hour,20,0.12364712643678161,0.3071822589764667,5.969232805263081,5.811669923013092,1740,3,baseline_lag1
hour,21,0.15248722519310756,0.38996889739926666,6.667059816434964,6.270347963443848,1683,3,baseline_lag1
hour,22,0.07370787809085681,0.22404232841668373,6.047479450972361,5.296469030435173,1739,3,baseline_lag1
hour,23,0.0602712643678161,0.19074292743851892,6.168649388479997,5.668718081633592,1740,3,baseline_lag1
day_of_week,0,0.09976527777777779,0.2761406420045167,6.335001349460219,6.016689595327096,5760,3,baseline_lag1
day_of_week,1,0.08731076713726824,0.2451174127050675,6.972520406864394,6.67080390514609,5879,3,baseline_lag1
day_of_week,2,0.061188950590915565,0.1963460477536046,5.863388323827669,5.364005958625185,7023,3,baseline_lag1
day_of_week,3,0.0775920138888889,0.2392373197034461,6.62860826861294,6.059782506552572,5760,3,baseline_lag1
day_of_week,4,0.06635381944444443,0.19575439366432848,6.2864648782583705,5.7526984924280145,5760,3,baseline_lag1
day_of_week,5,0.0904,0.27843000816083824,6.622046025025667,6.117649971887909,5760,3,baseline_lag1
day_of_week,6,0.11793679458239277,0.33680790446147046,8.060176209018778,7.461816360509324,5759,3,baseline_lag1
month,9,0.05973457819273091,0.18720403605969346,5.885043447033085,5.528763009464948,2999,3,baseline_lag1
month,10,0.08701266084440082,0.25960538260857524,6.717036519128258,6.232613214352049,38702,3,baseline_lag1
hour,0,0.30030804597701155,0.5211019138303957,48.63578339775188,34.8062225285079,1740,3,baseline_lag24
hour,1,0.24273218390804596,0.454394317088472,47.87198685290841,33.383088861548046,1740,3,baseline_lag24
hour,2,0.24766896551724135,0.4301535411518976,45.59718294545244,36.254543800962566,1740,3,baseline_lag24
hour,3,0.18547816091954022,0.3489711314345538,40.029252786226834,29.43167559276965,1740,3,baseline_lag24
hour,4,0.17758735632183906,0.331369519752028,40.10558561784011,30.493882730536644,1740,3,baseline_lag24
hour,5,0.19337701149425288,0.3510738992842115,41.51389906085806,33.08970734859788,1740,3,baseline_lag24
hour,6,0.49715632183908043,0.8377516763721621,44.84852534552557,52.77560847194306,1740,3,baseline_lag24
hour,7,0.6561574712643677,0.9118511133258341,36.62717034333717,38.53653548898908,1740,3,baseline_lag24
hour,8,0.5083390804597702,0.7497754744381584,40.34128204284029,30.269442774048883,1740,3,baseline_lag24
hour,9,0.5239528735632184,0.9199444048669339,54.265094991398946,35.01573893457591,1740,3,baseline_lag24
hour,10,0.5058413793103448,0.8557194029304958,55.11839005050331,36.584795258501934,1740,3,baseline_lag24
hour,11,0.6010701149425288,0.9928493108337179,54.37827673824288,43.40848156006749,1740,3,baseline_lag24
hour,12,0.7574701149425288,1.1750099212102545,78.8612754057212,48.54302723238569,1740,3,baseline_lag24
hour,13,0.4318459770114943,0.7971985979652129,47.582179315258145,34.34981614272875,1740,3,baseline_lag24
hour,14,0.5048011494252874,0.8655017400727544,44.94925212003358,37.027911545768134,1740,3,baseline_lag24
hour,15,0.4438412880966072,0.7725464610640499,55.14411757952767,37.586865600930125,1739,3,baseline_lag24
hour,16,0.4476413793103448,0.7762962078349027,53.06077096574714,41.23654398299975,1740,3,baseline_lag24
hour,17,0.3959908045977011,0.7439987269795065,53.38057135533839,39.02671401027789,1740,3,baseline_lag24
hour,18,0.7056655172413793,1.2178558254137692,52.9676465870477,50.59887783251838,1740,3,baseline_lag24
hour,19,0.8310229885057472,1.1950394635911525,48.511469431800066,44.10322784835369,1740,3,baseline_lag24
hour,20,0.7229344827586207,1.0946649778782107,37.469154407279035,35.47705610308056,1740,3,baseline_lag24
hour,21,0.7476268568033273,1.1139962589183752,46.321005415050486,34.85956638239481,1683,3,baseline_lag24
hour,22,0.7070511788384128,1.0518598911415409,71.85519831659921,44.82310143423589,1739,3,baseline_lag24
hour,23,0.4614770114942529,0.7673474044267433,59.54335728156479,41.304777105034304,1740,3,baseline_lag24
day_of_week,0,0.5407690972222222,0.9518172111662103,45.255659849018976,36.74588859500315,5760,3,baseline_lag24
day_of_week,1,0.46938458921585297,0.8163618402356212,48.488088048129065,38.58190268939134,5879,3,baseline_lag24
day_of_week,2,0.4492917556599744,0.7736800498867518,50.80296513261439,37.780494576634624,7023,3,baseline_lag24
day_of_week,3,0.4614718749999999,0.8085913432733909,49.183764824380674,37.75665695580322,5760,3,baseline_lag24
day_of_week,4,0.4481350694444444,0.736966832228938,54.375361347988694,38.7316890707953,5760,3,baseline_lag24
day_of_week,5,0.4886916666666667,0.8386834863509461,48.54247220793874,38.78393879739585,5760,3,baseline_lag24
day_of_week,6,0.590234762979684,0.9897973423659409,52.93048576991234,41.005077174503086,5759,3,baseline_lag24
month,9,0.36426275425141713,0.6288713676624883,45.069763659022,34.25775111544773,2999,3,baseline_lag24
month,10,0.5010246498888946,0.8617726842802623,50.34083374238395,38.788417706289025,38702,3,baseline_lag24
hour,0,0.01272098808221693,0.01986497566226115,2.2202465947954164,2.2631046452438115,1740,3,random_forest
hour,1,0.014540017451215758,0.02444194228041646,3.041880443058727,3.1199520020467695,1740,3,random_forest
hour,2,0.013998136414794898,0.019271466976362756,3.3556748556986244,3.4713420815974136,1740,3,random_forest
hour,3,0.013339924575240096,0.018738429973851976,3.2973702247584535,3.409319610239836,1740,3,random_forest
hour,4,0.013332180277198352,0.01861136923078719,3.4850653260874163,3.6102062896063596,1740,3,random_forest
hour,5,0.013643426768552106,0.018838963953914177,3.672142436297049,3.815379127566424,1740,3,random_forest
hour,6,0.017597299580686215,0.025996895667098063,3.169380734502653,3.282219029942478,1740,3,random_forest
hour,7,0.023321003570960105,0.03323444774166019,1.5561670850306484,1.5795775041063405,1740,3,random_forest
hour,8,0.013501910477861196,0.02306620288148028,1.0918144048349954,1.1068876852340699,1740,3,random_forest
hour,9,0.014803819474598932,0.023699437418966643,1.5497407813144792,1.5746695486499331,1740,3,random_forest
hour,10,0.017822319716341684,0.0303068765476605,2.1344029752229843,2.1779147582575127,1740,3,random_forest
hour,11,0.021983519589402267,0.040534590116291284,2.122981654551063,2.136000291330241,1740,3,random_forest
hour,12,0.027440166436333804,0.04951911079989717,2.8233594889941056,2.82554688336016,1740,3,random_forest
hour,13,0.015926632799197742,0.025965474604738508,2.161054242967696,2.1885401181135182,1740,3,random_forest
hour,14,0.017209241200465165,0.030252488283017236,1.9633621833759072,1.9925107401161817,1740,3,random_forest
hour,15,0.019125737103684034,0.037603213050699864,2.6707164890065056,2.732944322562062,1739,3,random_forest
hour,16,0.015390958012243145,0.02474609682190764,2.5298259105479053,2.583963021562404,1740,3,random_forest
hour,17,0.013830401571741818,0.02293648599225899,2.4094730898307906,2.465648138337472,1740,3,random_forest
hour,18,0.020398490455743046,0.034439874638850815,2.168884244210767,2.1872710592257913,1740,3,random_forest
hour,19,0.025011297952909628,0.03739260925684629,1.5810190527559664,1.5973826597757181,1740,3,random_forest
hour,20,0.019332038185224634,0.028959842339898144,1.2169878520058364,1.2327448702759474,1740,3,random_forest
hour,21,0.022964927649886998,0.03914728303016922,1.4027159524468429,1.4179616008321583,1683,3,random_forest
hour,22,0.017369277818500867,0.02688891257150921,1.7543435707630703,1.786577641151696,1739,3,random_forest
hour,23,0.014988781478560292,0.02234485388184897,2.1402118479532932,2.180399234974108,1740,3,random_forest
day_of_week,0,0.016415571890782958,0.025824191235843858,1.9699219350580794,2.0031153720888994,5760,3,random_forest
day_of_week,1,0.019236563651849854,0.033227161046718474,2.7517520879931516,2.8046129897429064,5879,3,random_forest
day_of_week,2,0.01562786900760739,0.02475082395697701,2.227301204890754,2.2850265704178194,7023,3,random_forest
day_of_week,3,0.015861149655023932,0.026283035233365736,2.0675835717149553,2.107128111754747,5760,3,random_forest
day_of_week,4,0.015229189411915972,0.02477261025236576,1.9990541854100066,2.041936277609202,5760,3,random_forest
day_of_week,5,0.01920288660479039,0.033850908204369,2.6884742104443258,2.759119847154752,5760,3,random_forest
day_of_week,6,0.02112458630996698,0.03497987914518667,2.507776918148483,2.565330601495886,5759,3,random_forest
month,9,0.014141287122664369,0.02178337639952477,1.9266955764648228,1.9625207786049175,2999,3,random_forest
month,10,0.017733856859799432,0.029801316247874497,2.3445870860470324,2.396601887119563,38702,3,random_forest
hour,0,0.032584444444444444,0.0984939479246201,4.795584389158849,4.6636040593747214,1800,4,baseline_lag1
hour,1,0.02073333333333333,0.06699718070353575,4.0876333918094945,3.9384151567029444,1800,4,baseline_lag1
hour,2,0.02519,0.09185448637201486,4.8304701667400165,4.410809623387448,1800,4,baseline_lag1
hour,3,0.018101111111111113,0.06212659119357292,3.8763500423473007,3.723337388588087,1800,4,baseline_lag1
hour,4,0.018463333333333335,0.06510878076982653,4.076895461604923,4.01662246616962,1800,4,baseline_lag1
hour,5,0.023554444444444444,0.10637321091327459,4.3553083531039976,4.001469612566849,1800,4,baseline_lag1
hour,6,0.07298555555555557,0.21797461116173855,6.982130939015625,7.013026157689809,1800,4,baseline_lag1
hour,7,0.12461666666666667,0.3173789428007683,6.36595975629158,6.099108108827563,1800,4,baseline_lag1
hour,8,0.09315777777777777,0.2709003916981705,6.112352177255993,5.635134504543247,1800,4,baseline_lag1
hour,9,0.05535555555555555,0.19903808680752538,3.902303686511852,3.7559842310985982,1800,4,baseline_lag1
hour,10,0.06989888888888889,0.21639261129304352,5.518823799781488,4.9763704812162874,1800,4,baseline_lag1
hour,11,0.09550333333333334,0.2961003170848991,5.911772314764414,5.389349744077295,1800,4,baseline_lag1
hour,12,0.1294788888888889,0.34391812010031303,9.998455275848691,8.763816084834906,1800,4,baseline_lag1
hour,13,0.09759444444444444,0.29251697386647496,8.322603848825045,7.283715491143285,1800,4,baseline_lag1
hour,14,0.05639666666666667,0.18613646726110508,5.73338958759488,5.11183278407132,1800,4,baseline_lag1
hour,15,0.08293,0.2731594040116503,6.000261472253846,5.52015749569165,1800,4,baseline_lag1
hour,16,0.06371,0.21806454192381766,5.100538313668972,4.956058236297156,1800,4,baseline_lag1
hour,17,0.0547,0.19118294903050323,4.295200575439717,4.299173660526898,1800,4,baseline_lag1
hour,18,0.09662222222222223,0.26554261428252907,5.013743957048722,4.865992454933092,1800,4,baseline_lag1
hour,19,0.13630555555555554,0.32299092866518714,6.5753675392586715,6.338255118286565,1800,4,baseline_lag1
hour,20,0.10380666666666669,0.2852335027851937,5.024327972836055,4.816979650067007,1800,4,baseline_lag1
hour,21,0.08780952380952381,0.2727580473257432,4.947229245343641,4.658505975608511,1743,4,baseline_lag1
hour,22,0.05038709677419355,0.15061766785056474,4.9365461250259,4.583659395446416,1798,4,baseline_lag1
hour,23,0.03442777777777778,0.11049059286251979,4.7034349232925505,4.454157056960984,1800,4,baseline_lag1
day_of_week,0,0.06460763888888889,0.223298815740503,4.705771995156056,4.497135830141484,5760,4,baseline_lag1
day_of_week,1,0.06022256944444444,0.20017230251571883,5.369490543118041,4.893530042162792,5760,4,baseline_lag1
day_of_week,2,0.06820313031643417,0.2225103076699917,5.2794987828876785,5.038267626186861,5878,4,baseline_lag1
day_of_week,3,0.09299999999999999,0.289925009461259,6.738753638264422,6.247410150764138,7200,4,baseline_lag1
day_of_week,4,0.06048725615833689,0.18947097825756729,5.176750282647177,4.930274051630757,7023,4,baseline_lag1
day_of_week,5,0.06750659722222221,0.2052901216030079,5.196107496680003,4.855614911855176,5760,4,baseline_lag1
day_of_week,6,0.06102395833333333,0.20728067893827226,5.638339605861287,5.267548360348695,5760,4,baseline_lag1
month,10,0.05577475331745493,0.19224983745116664,5.26860221783706,5.022389019175774,5878,4,baseline_lag1
month,11,0.07049389474814159,0.22813269241136577,5.511615301263965,5.155238656964889,37263,4,baseline_lag1
hour,0,0.2725033333333333,0.46371082224449606,39.55918559493959,34.03764947905289,1800,4,baseline_lag24
hour,1,0.21990555555555558,0.3967099780276098,46.41699844627767,32.984097889089874,1800,4,baseline_lag24
hour,2,0.2447244444444444,0.43593494417809125,51.771195105825505,38.33963338409435,1800,4,baseline_lag24
hour,3,0.2201011111111111,0.3953274170439823,49.72839617301008,36.30889443115171,1800,4,baseline_lag24
hour,4,0.17869777777777782,0.32502016347707824,43.24721371937861,33.8952349666851,1800,4,baseline_lag24
hour,5,0.20374666666666666,0.41449011246751516,45.07946212902142,33.93427518352788,1800,4,baseline_lag24
hour,6,0.4596333333333333,0.8441855141035187,48.65590702316387,50.97642884676886,1800,4,baseline_lag24
hour,7,0.7144977777777778,1.0750254467272444,41.88579198840237,43.227205523059396,1800,4,baseline_lag24
hour,8,0.6097955555555555,1.0321801328579556,40.878356325833295,34.46343428986619,1800,4,baseline_lag24
hour,9,0.5155466666666666,0.9012480087818965,36.94539973828018,32.58693985596842,1800,4,baseline_lag24
hour,10,0.5566155555555556,1.0262276052503059,57.43295926308502,35.984526306124046,1800,4,baseline_lag24
hour,11,0.5633066666666666,1.0277337225392793,38.02820511187648,33.87757821584037,1800,4,baseline_lag24
hour,12,0.5848177777777778,1.0157000607134634,64.35304799181476,38.94772925751621,1800,4,baseline_lag24
hour,13,0.6333222222222222,1.0346673367695425,63.465527164955645,46.401842987774,1800,4,baseline_lag24
hour,14,0.49331777777777774,0.843645465293989,56.0990057772227,38.49930936668254,1800,4,baseline_lag24
hour,15,0.5248200000000001,0.932180287760307,51.6696759020063,38.04792693776594,1800,4,baseline_lag24
hour,16,0.36588444444444446,0.6897752484203339,32.991553026844535,29.28482132618242,1800,4,baseline_lag24
hour,17,0.40293,0.6593671865255858,33.38837830792558,33.03139916297134,1800,4,baseline_lag24
hour,18,0.65992,1.1420298381001746,44.582522003401266,38.67131309045015,1800,4,baseline_lag24
hour,19,0.6945944444444444,1.012797265004206,47.62557309723995,36.60348030566568,1800,4,baseline_lag24
hour,20,0.6899966666666667,1.0198546574008585,39.26617031290629,35.01485110253331,1800,4,baseline_lag24
hour,21,0.6083063683304646,0.9230766871073738,42.49097286934923,34.1036893939822,1743,4,baseline_lag24
hour,22,0.4719688542825361,0.7757870394570562,54.98365581475354,36.707498664720134,1798,4,baseline_lag24
hour,23,0.3263255555555556,0.539300046356386,51.922281509624554,37.152290383154245,1800,4,baseline_lag24
day_of_week,0,0.4553920138888889,0.855132957904468,44.168444322057226,33.867099067249654,5760,4,baseline_lag24
day_of_week,1,0.39975104166666664,0.6870984488937683,47.812371502426124,35.79328919084613,5760,4,baseline_lag24
day_of_week,2,0.48143007825791084,0.8724062452126004,46.07951473069103,37.523151460994406,5878,4,baseline_lag24
day_of_week,3,0.5977325,1.0514110251889548,54.41514802993933,41.80643156466831,7200,4,baseline_lag24
day_of_week,4,0.3917089562864872,0.667607649170389,40.89721352852047,34.04564723658729,7023,4,baseline_lag24
day_of_week,5,0.5295930555555556,0.890123838138392,46.70787828580496,37.72321991684887,5760,4,baseline_lag24
day_of_week,6,0.3977972222222222,0.684600992874276,46.735584559208625,36.16854342964792,5760,4,baseline_lag24
month,10,0.4036614494726097,0.7098555455462059,44.10399394069489,35.28185205699895,5878,4,baseline_lag24
month,11,0.47712642567694485,0.8480003862776654,47.196043065943755,37.03790996289356,37263,4,baseline_lag24
hour,0,0.0108560524742678,0.01867418054172901,1.918713344904241,1.90455246870247,1800,4,random_forest
hour,1,0.009496824896751273,0.014365637929493864,2.139413219334785,2.1203466710866485,1800,4,random_forest
hour,2,0.010000092318190441,0.016692776405032254,2.0983737921150025,2.097648885009109,1800,4,random_forest
hour,3,0.008351893903463942,0.014691063192077502,2.0031700172391225,2.0042028924250923,1800,4,random_forest
hour,4,0.008227014381772134,0.012776041138411185,2.0362265979922882,2.0451593771399255,1800,4,random_forest
hour,5,0.008259128823707405,0.014437451736459573,2.0704416826963246,2.07562547770815,1800,4,random_forest
hour,6,0.0148674849888958,0.025505499214345605,2.485502848151908,2.509654402375928,1800,4,random_forest
hour,7,0.020025424074956027,0.03575891264321278,1.4345559143664826,1.4449693689117584,1800,4,random_forest
hour,8,0.017796521829496786,0.034176852429476955,1.3393922341626165,1.3290187756294043,1800,4,random_forest
hour,9,0.01331964461450799,0.021825371066457544,1.0114159367264242,1.0153645230245538,1800,4,random_forest
hour,10,0.01435004041759548,0.031329195402239676,1.2507803679076164,1.2535577058148364,1800,4,random_forest
hour,11,0.019280566384855972,0.03658313658288192,1.3860523288673325,1.3786524959653257,1800,4,random_forest
hour,12,0.02065809795520057,0.0389121288702282,1.7787183439227991,1.7649732246318697,1800,4,random_forest
hour,13,0.015328490413591475,0.026771780362546065,1.5714912916406403,1.5641118013504318,1800,4,random_forest
hour,14,0.013945757672704163,0.023571395838131785,1.5662400419214975,1.570788208615169,1800,4,random_forest
hour,15,0.018966966065961214,0.03913320623953711,1.8953784247539542,1.8879948478193656,1800,4,random_forest
hour,16,0.02032824424313334,0.04967946794900086,2.0390660808485435,1.9850332768993857,1800,4,random_forest
hour,17,0.015434916546712968,0.025533804964337305,1.3243415913589236,1.3248216309748175,1800,4,random_forest
hour,18,0.029898249109795685,0.099700168316219,1.3985801867973693,1.4034772632823902,1800,4,random_forest
hour,19,0.023341318259943376,0.0409278224871929,1.3581411519362228,1.3584446715071594,1800,4,random_forest
hour,20,0.020280614251451196,0.03601031847202514,1.2247682487034803,1.2237258832994917,1800,4,random_forest
hour,21,0.015299203775281534,0.0237881511393795,0.9982847073545874,0.9969431612783911,1743,4,random_forest
hour,22,0.013050141796853482,0.020144365576512606,1.3400941184909987,1.3441252060136542,1798,4,random_forest
hour,23,0.01260998518438724,0.019351174193067137,1.7765518932928746,1.7746302177192166,1800,4,random_forest
day_of_week,0,0.013754678849074312,0.023836162189781112,1.5309041058091217,1.5407331128008808,5760,4,random_forest
day_of_week,1,0.015336553420321298,0.030256487519857142,1.726436687887042,1.7251487091022824,5760,4,random_forest
day_of_week,2,0.013612374520417506,0.026572237875368138,1.628244034772804,1.6079683279413008,5878,4,random_forest
day_of_week,3,0.01689696822706349,0.030616435472717723,1.7053345961631667,1.7089413267310214,7200,4,random_forest
day_of_week,4,0.01620686682856046,0.03552234041002678,1.684225856950396,1.665886524718286,7023,4,random_forest
day_of_week,5,0.01814871414229376,0.05907043689418284,1.4327079563407876,1.434066174756476,5760,4,random_forest
day_of_week,6,0.014697575218279904,0.025620368861492625,1.7795904373218503,1.787036366036271,5760,4,random_forest
month,10,0.015995320046948546,0.027751672826319945,1.7338017809235895,1.743989447239873,5878,4,random_forest
month,11,0.015517595678166298,0.03576307552610002,1.6303405676689964,1.6254567910648985,37263,4,random_forest
